,delta,deltaSummary,description,exploreUrl,hotnessColor,hotnessLevel,idForTracking,isNew,peakRankSummary,shareUrl,timePeriodsInChartSummary,title,titleLength,titleLinkUrl,trafficSummary,twitterShareUrlTitle,time
14,4.0,<b>+4</b> since last month,"{'description': 'The Phoenix Suns are an American professional basketball team based in Phoenix, Arizona...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Phoenix_Suns'}",/trends/explore?q=/m/0jml5&date=2017-10-1+2017-11-1&geo=US,#feca65,1,Phoenix Suns,False,Peaked at <b>#4</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201710&geo=US&cat&mid=/m/0jml5,<b>18 months</b> in top 10,Phoenix Suns,12,//www.google.com/search?q=Phoenix+Suns,14,Phoenix Suns #15 in Google Trends Basketball teams chart,201710
15,-5.0,<b>-5</b> since last month,"{'description': 'The Miami Heat are an American professional basketball team based in Miami. The Heat compete in the National Basketball...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Miami_Heat'}",/trends/explore?q=/m/0jm2v&date=2017-10-1+2017-11-1&geo=US,#feca65,1,Miami Heat,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201710&geo=US&cat&mid=/m/0jm2v,<b>156 months</b> in top 10,Miami Heat,10,//www.google.com/search?q=Miami+Heat,13,Miami Heat #16 in Google Trends Basketball teams chart,201710
16,,<b>New</b> in chart,"{'description': 'The Brooklyn Nets are an American professional basketball team based in New York City in the borough of Brooklyn...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Brooklyn_Nets'}",/trends/explore?q=/m/0jm3b&date=2017-10-1+2017-11-1&geo=US,#feca65,1,Brooklyn Nets,True,Peaked at <b>#3</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201710&geo=US&cat&mid=/m/0jm3b,<b>57 months</b> in top 10,Brooklyn Nets,13,//www.google.com/search?q=Brooklyn+Nets,12,Brooklyn Nets #17 in Google Trends Basketball teams chart,201710
17,2.0,<b>+2</b> since last month,"{'description': 'The Dallas Mavericks are an American professional basketball team based in Dallas, Texas...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Dallas_Mavericks'}",/trends/explore?q=/m/0jmcv&date=2017-10-1+2017-11-1&geo=US,#feca65,1,Dallas Mavericks,False,Peaked at <b>#2</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201710&geo=US&cat&mid=/m/0jmcv,<b>94 months</b> in top 10,Dallas Mavericks,16,//www.google.com/search?q=Dallas+Mavericks,11,Dallas Mavericks #18 in Google Trends Basketball teams chart,201710
18,,<b>New</b> in chart,"{'description': 'The Portland Trail Blazers, commonly known as the Blazers, are an American professional basketball team based in Portland, Oregon...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Portland_Trail_Blazers'}",/trends/explore?q=/m/0jmm4&date=2017-10-1+2017-11-1&geo=US,#feca65,1,Portland Trail Blazers,True,Peaked at <b>#6</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201710&geo=US&cat&mid=/m/0jmm4,<b>25 months</b> in top 10,Portland Trail Blazers,22,//www.google.com/search?q=Portland+Trail+Blazers,11,Portland Trail Blazers #19 in Google Trends Basketball teams chart,201710
19,,<b>New</b> in chart,"{'description': 'The Detroit Pistons are an American professional basketball team based in Detroit, Michigan...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Detroit_Pistons'}",/trends/explore?q=/m/0jm8l&date=2017-10-1+2017-11-1&geo=US,#feca65,1,Detroit Pistons,True,Peaked at <b>#2</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201710&geo=US&cat&mid=/m/0jm8l,<b>27 months</b> in top 10,Detroit Pistons,15,//www.google.com/search?q=Detroit+Pistons,11,Detroit Pistons #20 in Google Trends Basketball teams chart,201710
0,0.0,<b>Same rank</b> as last month,"{'description': 'LeBron Raymone James Sr. is an American professional basketball player for the Cleveland Cavaliers of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/LeBron_James'}",/trends/explore?q=/m/01jz6d&date=2018-1-1+2018-2-1&geo=US,#d04108,5,LeBron James,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201801&geo=US&cat&mid=/m/01jz6d,<b>171 months</b> in top 10,LeBron James,12,//www.google.com/search?q=LeBron+James,100,LeBron James #1 in Google Trends Basketball players chart,201801
1,0.0,<b>Same rank</b> as last month,"{'description': 'Wardell Stephen Curry II is an American professional basketball player for the Golden State Warriors of the National...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Stephen_Curry'}",/trends/explore?q=/m/0dw15r&date=2018-1-1+2018-2-1&geo=US,#e68033,3,Stephen Curry,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201801&geo=US&cat&mid=/m/0dw15r,<b>44 months</b> in top 10,Stephen Curry,13,//www.google.com/search?q=Stephen+Curry,59,Stephen Curry #2 in Google Trends Basketball players chart,201801
2,1.0,<b>+1</b> since last month,"{'description': 'Lonzo Anderson Ball is an American professional basketball player for the Los Angeles Lakers of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Lonzo_Ball'}",/trends/explore?q=Lonzo+Ball&date=2018-1-1+2018-2-1&geo=US,#e68033,3,Lonzo Ball,False,Peaked at <b>#2</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201801&geo=US&cat&mid=/g/11cm9wsrpr,<b>5 months</b> in top 10,Lonzo Ball,10,//www.google.com/search?q=Lonzo+Ball,42,Lonzo Ball #3 in Google Trends Basketball players chart,201801
3,1.0,<b>+1</b> since last month,"{'description': 'Michael Jeffrey Jordan, also known by his initials, MJ, is an American retired professional basketball player who is...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Michael_Jordan'}",/trends/explore?q=/m/054c1&date=2018-1-1+2018-2-1&geo=US,#f0a049,2,Michael Jordan,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201801&geo=US&cat&mid=/m/054c1,<b>171 months</b> in top 10,Michael Jordan,14,//www.google.com/search?q=Michael+Jordan,37,Michael Jordan #4 in Google Trends Basketball players chart,201801
4,,<b>New</b> in chart,"{'description': 'Blake Austin Griffin is an American professional basketball player for the Detroit Pistons of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Blake_Griffin'}",/trends/explore?q=/m/02qhzxp&date=2018-1-1+2018-2-1&geo=US,#f0a049,2,Blake Griffin,True,Peaked at <b>#5</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201801&geo=US&cat&mid=/m/02qhzxp,<b>12 months</b> in top 10,Blake Griffin,13,//www.google.com/search?q=Blake+Griffin,36,Blake Griffin #5 in Google Trends Basketball players chart,201801
5,0.0,<b>Same rank</b> as last month,"{'description': 'Kyrie Andrew Irving is an American professional basketball player for the Boston Celtics of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Kyrie_Irving'}",/trends/explore?q=/m/0ch52p4&date=2018-1-1+2018-2-1&geo=US,#f0a049,2,Kyrie Irving,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201801&geo=US&cat&mid=/m/0ch52p4,<b>34 months</b> in top 10,Kyrie Irving,12,//www.google.com/search?q=Kyrie+Irving,35,Kyrie Irving #6 in Google Trends Basketball players chart,201801
6,-4.0,<b>-4</b> since last month,"{'description': 'Kobe Bean Bryant is an American former professional basketball player. He played his entire 20-year career with the Los...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Kobe_Bryant'}",/trends/explore?q=/m/01kmd4&date=2018-1-1+2018-2-1&geo=US,#f0a049,2,Kobe Bryant,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201801&geo=US&cat&mid=/m/01kmd4,<b>171 months</b> in top 10,Kobe Bryant,11,//www.google.com/search?q=Kobe+Bryant,30,Kobe Bryant #7 in Google Trends Basketball players chart,201801
7,0.0,<b>Same rank</b> as last month,"{'description': 'Shaquille Rashaun O\'Neal, nicknamed ""Shaq"", is an American retired professional basketball player currently serving as a...', 'source': 'Wikipedia', 'sourceUrl': ""http://en.wikipedia.org/wiki/Shaquille_O'Neal""}",/trends/explore?q=/m/012xdf&date=2018-1-1+2018-2-1&geo=US,#f0a049,2,Shaquille O'Neal,False,Peaked at <b>#2</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201801&geo=US&cat&mid=/m/012xdf,<b>120 months</b> in top 10,Shaquille O'Neal,16,//www.google.com/search?q=Shaquille+O'Neal,30,Shaquille O'Neal #8 in Google Trends Basketball players chart,201801
8,2.0,<b>+2</b> since last month,"{'description': 'Isaiah Jamar Thomas is an American professional basketball player for the Los Angeles Lakers of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Isaiah_Thomas_(basketball)'}",/trends/explore?q=/m/05f7g9d&date=2018-1-1+2018-2-1&geo=US,#f0a049,2,Isaiah Thomas,False,Peaked at <b>#3</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201801&geo=US&cat&mid=/m/05f7g9d,<b>5 months</b> in top 10,Isaiah Thomas,13,//www.google.com/search?q=Isaiah+Thomas,27,Isaiah Thomas #9 in Google Trends Basketball players chart,201801
9,-3.0,<b>-3</b> since last month,"{'description': 'Kevin Wayne Durant is an American professional basketball player for the Golden State Warriors of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Kevin_Durant'}",/trends/explore?q=/m/0gxrc1&date=2018-1-1+2018-2-1&geo=US,#f0a049,2,Kevin Durant,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201801&geo=US&cat&mid=/m/0gxrc1,<b>150 months</b> in top 10,Kevin Durant,12,//www.google.com/search?q=Kevin+Durant,26,Kevin Durant #10 in Google Trends Basketball players chart,201801
10,1.0,<b>+1</b> since last month,"{'description': 'Russell Westbrook III is an American professional basketball player for the Oklahoma City Thunder of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Russell_Westbrook'}",/trends/explore?q=/m/03y9ygn&date=2018-1-1+2018-2-1&geo=US,#f0a049,2,Russell Westbrook,False,Peaked at <b>#4</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201801&geo=US&cat&mid=/m/03y9ygn,<b>17 months</b> in top 10,Russell Westbrook,17,//www.google.com/search?q=Russell+Westbrook,22,Russell Westbrook #11 in Google Trends Basketball players chart,201801
11,-3.0,<b>-3</b> since last month,"{'description': 'Benjamin David Simmons is an Australian professional basketball player for the Philadelphia 76ers of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Ben_Simmons'}",/trends/explore?q=/m/0104v5dm&date=2018-1-1+2018-2-1&geo=US,#feca65,1,Ben Simmons,False,Peaked at <b>#9</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201801&geo=US&cat&mid=/m/0104v5dm,<b>2 months</b> in top 10,Ben Simmons,11,//www.google.com/search?q=Ben+Simmons,19,Ben Simmons #12 in Google Trends Basketball players chart,201801
12,-3.0,<b>-3</b> since last month,"{'description': 'James Edward Harden Jr. is an American professional basketball player for the Houston Rockets of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/James_Harden'}",/trends/explore?q=/m/03wbkl5&date=2018-1-1+2018-2-1&geo=US,#feca65,1,James Harden,False,Peaked at <b>#5</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201801&geo=US&cat&mid=/m/03wbkl5,<b>19 months</b> in top 10,James Harden,12,//www.google.com/search?q=James+Harden,19,James Harden #13 in Google Trends Basketball players chart,201801
13,,<b>New</b> in chart,"{'description': 'Rasual Butler was an American professional basketball player. In his 14-year National Basketball Association career, he...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Rasual_Butler'}",/trends/explore?q=/m/07fcvr&date=2018-1-1+2018-2-1&geo=US,#feca65,1,Rasual Butler,True,,https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201801&geo=US&cat&mid=/m/07fcvr,,Rasual Butler,13,//www.google.com/search?q=Rasual+Butler,18,Rasual Butler #14 in Google Trends Basketball players chart,201801
14,,<b>New</b> in chart,"{'description': 'DeMarcus Amir Cousins is an American professional basketball player for the New Orleans Pelicans of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/DeMarcus_Cousins'}",/trends/explore?q=/m/02wwqcw&date=2018-1-1+2018-2-1&geo=US,#feca65,1,DeMarcus Cousins,True,Peaked at <b>#8</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201801&geo=US&cat&mid=/m/02wwqcw,<b>1 month</b> in top 10,DeMarcus Cousins,16,//www.google.com/search?q=DeMarcus+Cousins,13,DeMarcus Cousins #15 in Google Trends Basketball players chart,201801
15,,<b>New</b> in chart,"{'description': 'Kevin Wesley Love is an American professional basketball player for the Cleveland Cavaliers of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Kevin_Love'}",/trends/explore?q=/m/0fxgqw&date=2018-1-1+2018-2-1&geo=US,#feca65,1,Kevin Love,True,Peaked at <b>#5</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201801&geo=US&cat&mid=/m/0fxgqw,<b>4 months</b> in top 10,Kevin Love,10,//www.google.com/search?q=Kevin+Love,13,Kevin Love #16 in Google Trends Basketball players chart,201801
16,,<b>New</b> in chart,"{'description': 'Christopher Emmanuel Paul is an American professional basketball player for the Houston Rockets of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Chris_Paul'}",/trends/explore?q=/m/0cymln&date=2018-1-1+2018-2-1&geo=US,#feca65,1,Chris Paul,True,Peaked at <b>#3</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201801&geo=US&cat&mid=/m/0cymln,<b>19 months</b> in top 10,Chris Paul,10,//www.google.com/search?q=Chris+Paul,12,Chris Paul #17 in Google Trends Basketball players chart,201801
17,,<b>New</b> in chart,"{'description': 'Paul George is an American professional basketball player for the Oklahoma City Thunder of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Paul_George'}",/trends/explore?q=/m/0cc9nlt&date=2018-1-1+2018-2-1&geo=US,#feca65,1,Paul George,True,Peaked at <b>#4</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201801&geo=US&cat&mid=/m/0cc9nlt,<b>2 months</b> in top 10,Paul George,11,//www.google.com/search?q=Paul+George,12,Paul George #18 in Google Trends Basketball players chart,201801
18,-4.0,<b>-4</b> since last month,"{'description': 'Tristan Trevor James Thompson is a Canadian professional basketball player for the Cleveland Cavaliers of the National...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Tristan_Thompson'}",/trends/explore?q=/m/0fp_jys&date=2018-1-1+2018-2-1&geo=US,#feca65,1,Tristan Thompson,False,Peaked at <b>#10</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201801&geo=US&cat&mid=/m/0fp_jys,<b>2 months</b> in top 10,Tristan Thompson,16,//www.google.com/search?q=Tristan+Thompson,12,Tristan Thompson #19 in Google Trends Basketball players chart,201801
19,-1.0,<b>-1</b> since last month,"{'description': 'Giannis Antetokounmpo is a Greek professional basketball player for the Milwaukee Bucks of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Giannis_Antetokounmpo'}",/trends/explore?q=/m/0pdnj7h&date=2018-1-1+2018-2-1&geo=US,#feca65,1,Giannis Antetokounmpo,False,,https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201801&geo=US&cat&mid=/m/0pdnj7h,,Giannis Antetokounmpo,21,//www.google.com/search?q=Giannis+Antetokounmpo,12,Giannis Antetokounmpo #20 in Google Trends Basketball players chart,201801
0,1.0,<b>+1</b> since last month,"{'description': 'The Cleveland Cavaliers, often referred to as the Cavs, are an American professional basketball team based in Cleveland, Ohio...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Cleveland_Cavaliers'}",/trends/explore?q=/m/0jm7n&date=2017-12-1+2018-1-1&geo=US,#d04108,5,Cleveland Cavaliers,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201712&geo=US&cat&mid=/m/0jm7n,<b>132 months</b> in top 10,Cleveland Cavaliers,19,//www.google.com/search?q=Cleveland+Cavaliers,100,Cleveland Cavaliers #1 in Google Trends Basketball teams chart,201712
1,1.0,<b>+1</b> since last month,"{'description': 'The Golden State Warriors are an American professional basketball team based in Oakland, California...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Golden_State_Warriors'}",/trends/explore?q=/m/0jmj7&date=2017-12-1+2018-1-1&geo=US,#d04108,5,Golden State Warriors,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201712&geo=US&cat&mid=/m/0jmj7,<b>86 months</b> in top 10,Golden State Warriors,21,//www.google.com/search?q=Golden+State+Warriors,89,Golden State Warriors #2 in Google Trends Basketball teams chart,201712
