,col
52642,egg_white
52644,albumen
52645,ovalbumin
52647,flannel
52648,gabardine
52649,tweed
52651,whiten
52657,snowy
52659,lily-white
52661,white-hot
52668,whitened
52669,ashen
52670,blanched
52671,bloodless
52672,livid
52675,red
52676,redness
52677,Red
52678,Red_River
52679,Bolshevik
52680,Marxist
52682,bolshie
52683,bolshy
52685,red_ink
52688,reddish
52689,ruddy
52690,blood-red
52692,cerise
52693,cherry
52694,cherry-red
52695,crimson
52696,ruby
52697,ruby-red
52698,scarlet
52704,reddened
52705,red-faced
52706,flushed
52785,red_salmon
52786,sockeye
52787,sockeye_salmon
52791,blueback_salmon
52792,Oncorhynchus_nerka
52827,wildlife
52842,architecture
52845,computer_architecture
52987,Hitler
52988,Adolf_Hitler
52989,Der_Fuhrer
52993,impeach
52995,accuse
52997,incriminate
52998,criminate
52999,working
53000,workings
53003,do_work
53008,operate
53012,work_on
53028,put_to_work
53033,influence
53034,act_upon
53043,mold
53044,mould
53049,exploit
53051,solve
53053,figure_out
53054,puzzle_out
53057,ferment
53065,on_the_job
53068,running
53069,operative
53070,functional
53078,consume
53079,eat_up
53080,use_up
53081,eat
53082,deplete
53084,run_through
53085,wipe_out
53086,run_down
53088,play_out
53089,sap
53090,tire
53097,exhausted
53098,dog-tired
53099,fagged
53100,fatigued
53101,played_out
53102,spent
53103,washed-out
53104,worn-out
53105,worn_out
53109,raper
53110,rapist
53111,ninety
53112,90
53113,XC
53116,authoritative
53117,classical
53119,definitive
53124,Greco-Roman
53125,Graeco-Roman
53126,Hellenic
53294,North
53295,Union
53297,north
53298,due_north
53299,northward
53300,N
53304,magnetic_north
53305,compass_north
53307,Frederick_North
53308,Second_Earl_of_Guilford
53311,northerly
53312,northwards
53314,lanthanum
53315,La
53316,atomic_number_57
53320,la
53321,lah
53322,Vega
53323,Lope_de_Vega
53324,Lope_Felix_de_Vega_Carpio
53326,mayor
53327,city_manager
53328,discus
53330,saucer
53331,discourse
53332,talk_about
53333,discuss
53334,hash_out
53336,talk_over
53368,Cambridge_University
53369,Cambridge
53372,synergistic
53373,interactive
53374,interactional
53376,page
53377,Page
53378,Sir_Frederick_Handley_Page
53380,Thomas_Nelson_Page
53382,pageboy
53385,varlet
53388,foliate
53389,paginate
53394,altogether
53395,birthday_suit
53396,natural
53398,rude
53405,crude
53408,sensitive
53409,sore
53411,tender
53413,cutting
53416,unsanded
53419,bare-assed
53420,bare-ass
53421,in_the_altogether
53422,in_the_buff
53423,in_the_raw
53425,peeled
53426,naked_as_a_jaybird
53427,stark_naked
53447,beautiful
53464,Capricorn
53465,Goat
53466,Capricornus
53469,Capricorn_the_Goat
53471,Scorpio
53472,Scorpion
53473,Scorpius
53476,Scorpio_the_Scorpion
53478,telegram
53479,wire
53480,Virgo
53481,Virgin
53484,Virgo_the_Virgin
53510,client
53511,customer
53513,node
53515,guest
53539,lotto
53540,bingo
53541,beano
53542,keno
53561,decide
53562,make_up_one's_mind
53566,resolve
53567,adjudicate
53573,Numbers
53574,Book_of_Numbers
53575,numbers_pool
53576,numbers_game
53577,numbers_racket
53578,numbers
53583,routine
53587,phone_number
53588,telephone_number
53590,numeral
53596,identification_number
53600,total
53602,add_up
53604,amount
53608,count
53612,enumerate
53613,numerate
53615,keep_down
53616,choose
53619,pick_out
53621,prefer
53622,opt
53626,endeavor
53627,endeavour
53643,sample
53646,taste
53647,hear
53651,strain
53654,render
53655,try_on
53683,Frankenstein
53685,Frankenstein's_monster
53719,masturbator
53720,onanist
53722,create
53728,produce
53735,suture
53736,sutura
53737,fibrous_joint
53739,surgical_seam
53771,parcel
53777,plowshare
53778,ploughshare
53792,deuce
53793,dickens
53794,Dickens
53795,Charles_Dickens
53796,Charles_John_Huffam_Dickens
53813,butterfly_stroke
53874,background
53878,background_knowledge
53880,background_signal
53884,scope
53886,desktop
53887,screen_background
53888,backdrop
53890,backcloth
53892,play_down
53893,downplay
53895,sinfulness
53898,sinning
53899,sine
53901,Sin
53904,hell
53907,trespass
54061,howling
54062,marvelous
54063,marvellous
54065,terrific
54066,tremendous
54067,wonderful
54068,wondrous
54086,Nepal
54087,Kingdom_of_Nepal
54106,backpacking
54137,Everest
54138,Mount_Everest
54139,Mt._Everest
54218,actress
54219,Michael
54220,male_child
54221,boy
54223,son
54230,Guy
54232,guy_cable
54233,guy_wire
54234,guy_rope
54235,ridicule
54236,roast
54239,laugh_at
54240,jest_at
54241,rib
54242,make_fun
54243,poke_fun
54245,Maine
54246,Pine_Tree_State
54247,ME
54263,all
54265,wholly
54266,entirely
54267,completely
54268,totally
54271,whole
54272,idiocy
54273,amentia
54278,imaging
54279,imagery
54280,mental_imagery
54281,resource
54282,resourcefulness
54315,ninja
54355,private_detective
54356,PI
54357,private_eye
54358,private_investigator
54360,shamus
54361,sherlock
54375,logo
54376,logotype
54392,sorcerer
54393,magician
54395,necromancer
54396,thaumaturge
54397,thaumaturgist
54435,android
54436,humanoid
54437,mechanical_man
54439,cirque
54440,corrie
54441,cwm
54482,Waterford
54534,stripper
54535,striptease_artist
54536,striptease
54537,stripteaser
54538,exotic_dancer
54539,ecdysiast
54540,peeler
54543,strip_show
54573,defenseless
54580,pigtail
54581,brassiere
54582,bra
54583,bandeau
54695,lesbian
54696,tribade
54697,gay_woman
54698,Lesbian
54700,sapphic
54701,bisexual
54702,bisexual_person
54705,epicene
54745,blond
54746,blonde
54751,light-haired
54752,masturbate
54754,wank
54755,fuck_off
54756,she-bop
54757,jack_off
54758,jerk_off
54761,glamor
54869,pip-squeak
54878,squeeze_out
54881,party
54882,political_party
54885,company
54894,extreme
54895,extreme_point
54897,extremum
54899,utmost
54900,uttermost
54904,drunkard
54905,drunk
54907,sot
54908,inebriate
54909,wino
54925,intoxicated
54927,inebriated
54956,voyeur
54957,Peeping_Tom
54958,peeper
54973,defeat
54974,licking
54975,beating
54976,thrashing
54978,drubbing
54979,lacing
54980,trouncing
54981,whacking
54989,lap
54997,lap_up
54999,orgasm
55000,climax
55001,sexual_climax
55002,coming
55078,trench
55080,oceanic_abyss
55090,rich
55093,thick
55097,cryptic
55098,cryptical
55100,inscrutable
55102,mystifying
55103,abstruse
55105,recondite
55107,deeply
55110,late
55126,time
55131,clipping
55135,nip_off
55138,snip_off
55139,trot
55140,jog
55152,curtail
55153,cut_short
55205,lingerie
55206,intimate_apparel
55207,lavish
55208,shower
55212,shower_down
55234,teasing
55235,ribbing
55236,tantalization
55238,comb-out
55241,badger
55242,pester
55243,bug
55244,beleaguer
55247,rag
55248,cod
55249,tantalize
55250,tantalise
55252,taunt
55253,twit
55254,rally
55260,tease_apart
55261,loosen
55267,mocking
55269,quizzical
55271,annoying
55272,bothersome
55273,galling
55274,irritating
55275,nettlesome
55276,pesky
55277,pestering
55279,plaguy
55280,plaguey
55282,vexatious
55283,vexing
55295,taut
55298,compressed
55300,mean
55301,mingy
55302,miserly
55311,besotted
55312,blind_drunk
55313,blotto
55314,crocked
55316,fuddled
55317,loaded
55318,pie-eyed
55319,pissed
55320,pixilated
55321,plastered
55322,slopped
55323,sloshed
55324,smashed
55325,soaked
55326,soused
55327,sozzled
55328,squiffy
55329,stiff
55331,wet
55332,nasty
55334,rigorous
55335,stringent
55353,pygmy_chimpanzee
55354,bonobo
55355,Pan_paniscus
55446,petite
55447,bantam
55448,diminutive
55450,midget
55452,tiny
55453,flyspeck
55482,slave
55484,striver
55485,hard_worker
55488,break_one's_back
55489,buckle_down
55490,knuckle_down
55526,offspring
55527,Young
55528,Loretta_Young
55530,Whitney_Young
55531,Whitney_Moore_Young_Jr.
55533,Thomas_Young
55535,Pres_Young
55536,Lester_Willis_Young
55538,Edward_Young
55540,Cy_Young
55541,Danton_True_Young
55543,Brigham_Young
55547,immature
55550,youthful
55551,vernal
55554,unseasoned
55555,untested
55556,untried
55617,sporting
55618,sporty
55619,sportsmanlike
55620,flashy
55621,gaudy
55622,jazzy
55623,showy
55637,scraggy
55638,boney
55639,scrawny
55641,underweight
55642,weedy
55644,tight-fitting
55645,tightfitting
55646,tight_fitting
55647,tightly_fitting
55654,sofa
55655,couch
55656,lounge
55663,fagot
55664,faggot
55665,fag
55666,fairy
55667,nance
55668,pansy
55671,poof
55672,poove
55673,pouf
55674,ottoman
55676,pouffe
55678,hassock
55679,shock_absorber
55680,shock
55681,cushion
55685,buffer
55687,Munich
55688,Muenchen
55711,belief
55712,impression
55715,notion
55744,afterlife
55750,hereinafter
55752,hereunder
55755,hardball
55806,assassin
55807,assassinator
55808,bravo
55900,six
55901,6
55902,VI
55903,sixer
55904,sise
55905,Captain_Hicks
55906,half_a_dozen
55907,sextet
55908,sestet
55909,sextuplet
55910,hexad
55948,top
55950,top_side
55951,upper_side
55952,upside
55955,crest
55957,tip
55958,summit
55960,top_of_the_inning
55961,acme
55962,height
55963,elevation
55965,pinnacle
55967,superlative
55968,meridian
55969,tiptop
55974,whirligig
55975,teetotum
55976,spinning_top
55980,circus_tent
55981,big_top
55982,round_top
55984,exceed
55985,transcend
55986,overstep
55988,go_past
55990,clear
55996,top_out
56004,top_off
56007,underside
56008,undersurface
56039,bottom_of_the_inning
56042,bottomland
56045,freighter
56046,merchantman
56047,merchant_ship
56051,fathom
56055,hookup
56082,anal
56084,anal_retentive
56094,beam
56095,beam_of_light
56096,light_beam
56097,ray
56098,ray_of_light
56099,shaft
56100,shaft_of_light
56101,irradiation
56106,electron_beam
56107,re
56112,radiate
56114,irradiate
56116,Texas_Ranger
56117,Ranger
56118,fire_warden
56119,forest_fire_fighter
56120,ranger
56121,commando
56123,brewer
56124,beer_maker
56126,Liberation_Tigers_of_Tamil_Eelam
56127,LTTE
56128,Tamil_Tigers
56129,Tigers
56130,World_Tamil_Association
56131,World_Tamil_Movement
56181,fast-flying
56203,Bachelor_of_Divinity
56204,BD
56238,found
56239,establish
56242,launch
56245,plant
56247,institute
56263,regain
56270,witness
56274,get_hold
56275,come_up
56287,obtain
56288,incur
56290,recover
56291,retrieve
56295,find_oneself
56324,reasonably
56325,moderately
56326,pretty
56328,somewhat
56329,fairly
56330,middling
56331,passably
56333,fair
56334,evenhandedly
56342,tungsten
56343,wolfram
56344,W
56345,atomic_number_74
56346,west
56347,due_west
56348,westward
56350,watt
56353,w
56354,double-u
56359,animal
56360,carnal
56361,fleshly
56362,sensual
56364,sultry
56365,tickle
56366,tickling
56367,titillation
56369,titillate
56370,vellicate
56373,vibrate
56376,tingling
56394,knoll
56395,mound
56396,hillock
56397,hummock
56398,hammock
56401,camping
56402,encampment
56403,bivouacking
56404,tenting
56405,camp
56406,encamp
56407,camp_out
56408,bivouac
56409,tent
56411,camp_down
56421,goat
56422,caprine_animal
56425,laughingstock
56426,stooge
56436,shoes
56437,shoe
56439,horseshoe
56441,brake_shoe
56443,skid
56568,masterpiece
56569,chef-d'oeuvre
56598,must
56600,mustiness
56602,moldiness
56608,Minsk
56609,capital_of_Belarus
56684,priest
56686,non-Christian_priest
56687,seafaring
56688,navigation
56689,sailing
56692,glide
56693,gliding
56694,sailplaning
56695,soaring
56701,voyage
56703,navigate
56704,joke
56705,gag
56706,laugh
56707,jest
56708,jape
56711,jocularity
56712,antic
56714,prank
56724,brushwood
56725,coppice
56726,copse
56727,thicket
56730,light_touch
56738,brushing
56750,pigment
56751,key
56753,rouge
56755,blusher
56760,exabit
56761,Ebit
56762,Eb
56763,exabyte
56764,EB
56766,exbibyte
56768,EiB
56919,BASIC
56920,basic
56921,staple
56924,canonic
56925,canonical
56927,introductory
56959,Highness
56960,highness
56961,loftiness
56963,Phoenix
56964,capital_of_Arizona
56965,phoenix
56966,genus_Phoenix
56975,hospital
56976,infirmary
56978,victim
56980,dupe
57004,defiance
57005,rebelliousness
57008,leader
57009,drawing_card
57010,loss_leader
57031,soap
57035,max
57036,liquid_ecstasy
57037,grievous_bodily_harm
57038,goop
57039,Georgia_home_boy
57040,easy_lay
57042,lather
57043,sandwich
57078,pennant
57079,pennon
57081,waft
57181,pod
57183,seedcase
57185,codfish
57190,slang
57191,befool
57194,put_on
57196,put_one_over
57197,put_one_across
57209,collect
57211,C.O.D.
57212,COD
57213,cash_on_delivery
57240,community
57244,community_of_interests
57245,residential_district
57246,residential_area
57249,biotic_community
57339,resistance
57342,electric_resistance
57343,electrical_resistance
57344,impedance
57346,resistivity
57347,ohmic_resistance
57349,immunity
57352,underground
57356,resistor
57359,saunterer
57360,stroller
57361,ambler
57362,baby_buggy
57363,baby_carriage
57364,carriage
57365,perambulator
57366,pram
57368,go-cart
57369,pushchair
57370,pusher
57619,herb
57620,herbaceous_plant
57641,field_day
57642,outing
57643,picnic
57644,cinch
57645,breeze
57647,snap
57648,duck_soup
57649,child's_play
57650,pushover
57651,walkover
57652,piece_of_cake
57655,summer
57656,summertime
57729,palace
57730,castle
57733,rook
57735,castling
57791,underestimate
57792,underrate
57793,Redskin
57794,Injun
57795,red_man
57839,piece_of_work
57845,workplace
57847,oeuvre
57849,body_of_work
57919,blogger
57920,sunglasses
57921,dark_glasses
57922,shades
57923,sunglass
57931,movie_theater
57932,movie_theatre
57933,movie_house
57934,picture_palace
57935,acrobatics
57936,aerobatics
57937,stunting
57938,stunt_flying
57978,Tolstoy
57979,Leo_Tolstoy
57980,Count_Lev_Nikolayevitch_Tolstoy
58026,Urania
58027,Venus
58029,emery
58132,Georgia
58133,Empire_State_of_the_South
58134,Peach_State
58135,GA
58138,Sakartvelo
58146,biotechnology
58147,biotech
58148,deco
58149,art_deco
58236,green_goddess
58238,weed
58240,sess
58241,sens
58244,locoweed
58245,Mary_Jane
58252,cola
58255,poop
58256,the_skinny
58257,low-down
58261,dope_up
58263,wisdom
58265,wiseness
58267,sapience
58270,soundness
58271,Wisdom_of_Solomon
58272,Wisdom
58678,attraction
58679,attractor
58680,attracter
58682,standoff
58691,draw_play
58693,draw_poker
58695,haul
58696,haulage
58793,portrayal
58794,portraiture
58795,portrait
58798,couple
58799,twosome
58800,duo
58801,duet
58803,mates
58807,pair
58809,twain
58810,brace
58811,span
58812,yoke
58813,couplet
58814,distich
58817,dyad
58818,duad
58821,mate
58824,twin
58826,couple_on
58827,couple_up
58829,pair_off
58830,partner_off
58832,copulate
59514,dazzle
59515,bedazzle
59516,daze
59520,boudoir
59527,scat_singing
59541,crap
59544,shite
59546,turd
59547,nincompoop
59549,ninny
59555,after_part
59570,adamantine
59571,inexorable
59572,intransigent
59581,hood
59582,hoodlum
59583,goon
59584,punk
59585,thug
59586,tough
59588,strong-armer
59590,kindling
59591,tinder
59592,touchwood
59593,spunk
59595,punk_rocker
59597,punk_rock
59600,cheap
59601,cheesy
59602,chintzy
59603,crummy
59605,sleazy
59606,tinny
59612,prohibition_era
59615,inhibition
59778,heat
59779,heat_energy
59780,hotness
59782,high_temperature
59784,warmth
59788,estrus
59789,oestrus
59791,rut
59793,heating_system
59794,heating_plant
59795,heating
59798,heat_up
59801,stir_up
59803,ignite
59805,fire_up
59807,hot_up
60026,Nox
60027,Night
